label,experiment_index,pr_number,pr_title,pr_created_at,pr_closed_at,pr_merged_at,head_ref,run_id,wandb_project,wandb_name,wandb_group,wandb_tags,wandb_created_at,wandb_url,surface_pressure_rel_l2_pct,abupt_axis_mean_rel_l2_pct,state
drivaerml-long-20260504,7,623,Long DDP8: stronger bounded tau weights tau_y×1.5 / tau_z×2.0 (nh96x7m4 validation),2026-05-04T19:02:31Z,2026-05-05T06:02:58Z,,dl24-tanjiro/stronger-tau-yz-nh96x7m4-long,b7pbsdx7,senpai-v1-drivaerml-ddp8,tanjiro-tau-yz-strong-fern-config-smoke-rank0,drivaerml-long-tanjiro-tau-yz-strong,ddp|dl24-tanjiro|rank:0,2026-05-04T21:29:10Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/b7pbsdx7,13.212715184208824,21.015423743563584,finished
drivaerml-long-20260504,9,664,Long DDP8: per-axis output scaling on STRING backbone (wgvvevb9+ki2q9ko9),2026-05-05T04:12:46Z,2026-05-05T20:12:53Z,,dl24-fern/string-per-axis-output-scaling,2s8a3y0e,senpai-v1-drivaerml-ddp8,fern-string-per-axis-scale-smoke-rank0,string-per-axis-scale-long,ddp|dl24-fern|rank:0,2026-05-05T04:21:42Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/2s8a3y0e,4.553716777409959,8.740908329063188,finished
drivaerml-long-20260504,10,669,"Per-channel tau surface weighting (tau_y×1.2, tau_z×1.3) on SOTA base config",2026-05-05T06:09:14Z,2026-05-05T21:47:30Z,,frieren/tau-channel-weighting-sota,ag6wj13c,senpai-v1-drivaerml-ddp8,frieren/arm-a-control-rank0,cross-slice-attn-sweep,ddp|frieren|rank:0,2026-05-05T05:13:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ag6wj13c,4.29263028227528,8.267239581272765,finished
drivaerml-long-20260504,12,673,Long DDP8: denser multi-sigma STRING PE with 7 sigmas [0.1..8.0],2026-05-05T06:50:43Z,2026-05-05T12:04:09Z,,dl24-tanjiro/denser-multisigma-pe-7sigmas,zk35lops,senpai-v1-drivaerml-ddp8,tanjiro/denser-multisigma-pe-7sigmas-50ep-rank0,denser-multisigma-pe-7sigmas,ddp|rank:0|tanjiro,2026-05-05T07:37:04Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/zk35lops,5.120696495327323,9.41977124698708,finished
drivaerml-long-20260504,15,696,Long DDP8: STRING + QK-Norm on SOTA Transolver base,2026-05-05T12:19:30Z,2026-05-05T18:39:14Z,,dl24-tanjiro/string-qknorm-on-sota,7wdwphhn,senpai-v1-drivaerml-ddp8,tanjiro/string-qknorm-smoke-rank0,string-qknorm,ddp|rank:0|tanjiro,2026-05-05T12:27:25Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/7wdwphhn,5.256014185587063,9.855736015227961,finished
drivaerml-long-20260504,17,732,STRING + QK-Norm at lr=5e-5 with staged warmup (2000-step),2026-05-05T19:52:43Z,2026-05-06T00:31:11Z,,dl24-tanjiro/string-qknorm-lr5e5-staged-warmup,qedmn5cf,senpai-v1-drivaerml-ddp8,tanjiro/string-qknorm-lr5e5-smoke-rank0,string-qknorm-lr5e5,ddp|rank:0|tanjiro,2026-05-05T19:59:45Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/qedmn5cf,10.581631959246513,16.899159966832414,finished
drivaerml-long-20260504,18,740,GradNorm adaptive loss balancing on SOTA Lion+STRING config,2026-05-05T20:34:01Z,2026-05-07T03:01:09Z,2026-05-07T03:01:09Z,fern/gradnorm-adaptive-loss,i7j7efx4,senpai-v1-drivaerml-ddp8,fern/gradnorm-smoke-a1.0-ep1-rank0,gradnorm-adaptive,ddp|fern|rank:0,2026-05-05T21:54:52Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/i7j7efx4,7.5163603953462115,12.764365957627202,finished
drivaerml-long-20260504,18,740,GradNorm adaptive loss balancing on SOTA Lion+STRING config,2026-05-05T20:34:01Z,2026-05-07T03:01:09Z,2026-05-07T03:01:09Z,fern/gradnorm-adaptive-loss,5x8wofzm,senpai-v1-drivaerml-ddp8,fern/gradnorm-armB-a0.5-ep50-v2-rank0,gradnorm-adaptive,ddp|fern|rank:0,2026-05-06T03:46:06Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/5x8wofzm,3.881152122847719,7.519451290856403,finished
drivaerml-long-20260504,19,741,Y-axis symmetry augmentation on SOTA Lion+STRING config,2026-05-05T20:35:04Z,2026-05-06T21:01:46Z,2026-05-06T21:01:46Z,nezuko/y-symmetry-augmentation,y0mress7,senpai-v1-drivaerml-ddp8,nezuko/y-sym-aug-smoke-rank0,y-symmetry-aug,ddp|nezuko|rank:0,2026-05-05T21:51:29Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/y0mress7,9.966699766742726,15.308822249918192,finished
drivaerml-long-20260504,19,741,Y-axis symmetry augmentation on SOTA Lion+STRING config,2026-05-05T20:35:04Z,2026-05-06T21:01:46Z,2026-05-06T21:01:46Z,nezuko/y-symmetry-augmentation,lszc4ri7,senpai-v1-drivaerml-ddp8,nezuko/y-sym-aug-50ep-rank0,y-symmetry-aug,ddp|nezuko|rank:0,2026-05-05T22:31:22Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/lszc4ri7,3.9820550459400894,7.823229499833062,finished
drivaerml-long-20260504,19,741,Y-axis symmetry augmentation on SOTA Lion+STRING config,2026-05-05T20:35:04Z,2026-05-06T21:01:46Z,2026-05-06T21:01:46Z,nezuko/y-symmetry-augmentation,1tal40wr,senpai-v1-drivaerml-ddp8,nezuko/y-sym-aug-ep33-test-eval,y-symmetry-aug-eval,nezuko,2026-05-06T13:06:41Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/1tal40wr,3.9820550459400894,7.823229499833062,finished
drivaerml-long-20260504,20,745,5L STRING: add one Transolver layer (--model-layers 5) on SOTA base,2026-05-05T21:55:26Z,2026-05-07T00:44:04Z,,dl24-frieren/5l-string-long,co0xlqap,senpai-v1-drivaerml-ddp8,frieren/5l-string-long-v2-rank0,5l-string-long,ddp|frieren|rank:0,2026-05-06T02:14:52Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/co0xlqap,3.9118077013640047,7.844974879084134,finished
drivaerml-long-20260504,21,749,Lion lr=9e-5 control on SOTA STRING base (pure CLI),2026-05-06T00:34:05Z,2026-05-06T19:03:05Z,,dl24-tanjiro/lr-9e5-lion-string-control,oi2a01zy,senpai-v1-drivaerml-ddp8,dl24-tanjiro/lr-9e5-lion-string-control-rank0,lr-9e5-lion-string-control,ddp|dl24-tanjiro|rank:0,2026-05-06T00:39:50Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/oi2a01zy,4.06319248196477,8.007624540254428,finished
drivaerml-long-20260504,23,780,Long DDP8: GradNorm α=0.25 on SOTA STRING (lower-α equalization test),2026-05-06T19:50:32Z,2026-05-07T16:59:47Z,,dl24-tanjiro/gradnorm-alpha-sweep,iep5chy0,senpai-v1-drivaerml-ddp8,dl24-tanjiro/gradnorm-alpha-0p25-smoke-rank0,gradnorm-alpha-sweep,ddp|dl24-tanjiro|rank:0,2026-05-06T20:11:20Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/iep5chy0,7.7996532946873325,13.61130419482143,finished
tay,1,30,[alphonse] Round-1 calibration: yi PR #4 (4L/512d/8h) on DDP8,2026-04-29T09:44:47Z,2026-04-29T15:21:56Z,2026-04-29T15:21:56Z,alphonse/round1-calibrate-yi-pr4-512d-ddp8,0vi9tm5h,senpai-v1-drivaerml-ddp8,alphonse/calibrate-yi-pr4-512d-ddp8-rank0,tay-round1-calibrate,alphonse|ddp|rank:0,2026-04-29T10:18:49Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/0vi9tm5h,12.857060184147558,19.80860893663611,finished
tay,2,31,[askeladd] Round-1: full yi composition stack (512d + cosine-EMA + tangential + vol_w=2.0),2026-04-29T09:45:05Z,2026-04-29T15:33:59Z,,askeladd/round1-yi-full-composition-stack,otj8efre,senpai-v1-drivaerml-ddp8,askeladd/yi-full-composition-stack-ddp8-rank0,tay-round1-composition,askeladd|ddp|rank:0,2026-04-29T10:37:24Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/otj8efre,11.83930701767384,38.01711680983326,finished
tay,3,32,[edward] Round-1: cosine LR + 5% warmup on 4L/512d/8h Transolver,2026-04-29T09:45:10Z,2026-04-29T16:40:17Z,,edward/round1-cosine-lr-warmup-512d-ddp8,uqziai5z,senpai-v1-drivaerml-ddp8,edward/cosine-lr-warmup-on-rank0,edward-cosine-warmup-sweep,ddp|edward|rank:0,2026-04-29T10:28:08Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/uqziai5z,13.675104920493643,20.98984875733901,finished
tay,4,33,[fern] Round-1: Gaussian random Fourier coord features + 4L/512d/8h,2026-04-29T09:45:15Z,2026-04-29T16:39:19Z,2026-04-29T16:39:19Z,fern/round1-rff-coord-features-512d-ddp8,u43lik5d,senpai-v1-drivaerml-ddp8,fern/rff-coord-sigma1.0-rank0,fern-rff-sigma-sweep,ddp|fern|rank:0,2026-04-29T10:44:32Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/u43lik5d,11.200737612288252,17.7740352606537,finished
tay,5,34,[frieren] Round-1: per-block AdaLN-zero FiLM conditioning + 4L/512d/8h,2026-04-29T09:45:20Z,2026-04-29T15:36:56Z,,frieren/round1-film-adaln-zero-512d-ddp8,art1j6fz,senpai-v1-drivaerml-ddp8,frieren/film-adaln-512d-ddp8-rank0,frieren-film-512d,ddp|frieren|rank:0,2026-04-29T10:38:34Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/art1j6fz,13.05603330702459,20.06901425690674,finished
tay,6,35,[nezuko] Round-1: ANP cross-attention surface decoder (replace MLP head),2026-04-29T09:45:46Z,2026-04-29T22:24:29Z,,nezuko/round1-anp-surface-decoder-512d-ddp8,2fqts0v8,senpai-v1-drivaerml-ddp8,nezuko/anp-surface-decoder-2L-8h-512d-nocompile-rank0,nezuko-anp-decoder-arm,ddp|nezuko|rank:0,2026-04-29T11:42:26Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/2fqts0v8,11.931432853744733,18.755528432961206,finished
tay,8,37,[thorfinn] Round-1: per-axis wall-shear weights + bilateral-symmetry TTA,2026-04-29T09:45:55Z,2026-04-29T20:39:17Z,,thorfinn/round1-tau-yz-attack-weights-and-tta,sjcgnehq,senpai-v1-drivaerml-ddp8,thorfinn/per-axis-wallshear-weights-1-1.5-1.5-rank0,thorfinn-tau-yz-attack,ddp|rank:0|thorfinn,2026-04-29T10:42:20Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/sjcgnehq,12.773674345903812,19.44488686830421,finished
tay,8,37,[thorfinn] Round-1: per-axis wall-shear weights + bilateral-symmetry TTA,2026-04-29T09:45:55Z,2026-04-29T20:39:17Z,,thorfinn/round1-tau-yz-attack-weights-and-tta,frbkrhrs,senpai-v1-drivaerml-ddp8,thorfinn/bilateral-tta-eval-only-512d-rank0,thorfinn-tau-yz-attack,ddp|rank:0|thorfinn,2026-04-29T15:32:04Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/frbkrhrs,12.85474779990401,19.71155599800797,finished
tay,8,37,[thorfinn] Round-1: per-axis wall-shear weights + bilateral-symmetry TTA,2026-04-29T09:45:55Z,2026-04-29T20:39:17Z,,thorfinn/round1-tau-yz-attack-weights-and-tta,fn8pyav5,senpai-v1-drivaerml-ddp8,thorfinn/combined-per-axis-weights-and-bilateral-tta-rank0,thorfinn-tau-yz-attack,ddp|rank:0|thorfinn,2026-04-29T20:33:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/fn8pyav5,13.25820082562356,19.786366722777142,finished
tay,9,39,[tanjiro] Round-1b: Lion optimizer (drop-in AdamW replacement) at 4L/512d/8h,2026-04-29T13:11:27Z,2026-04-29T22:08:38Z,2026-04-29T22:08:38Z,tanjiro/round1b-lion-optimizer-512d-ddp8,xonbs83i,senpai-v1-drivaerml-ddp8,tanjiro/lion-lr1.7e-5-wd5e-3-512d-rank0,tanjiro-lion-lr-sweep,ddp|rank:0|tanjiro,2026-04-29T17:06:01Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/xonbs83i,9.454242479149906,15.434696422499078,finished
tay,9,39,[tanjiro] Round-1b: Lion optimizer (drop-in AdamW replacement) at 4L/512d/8h,2026-04-29T13:11:27Z,2026-04-29T22:08:38Z,2026-04-29T22:08:38Z,tanjiro/round1b-lion-optimizer-512d-ddp8,vnb7oheo,senpai-v1-drivaerml-ddp8,tanjiro/lion-lr5e-5-wd5e-4-512d-rank0,tanjiro-lion-lr-sweep,ddp|rank:0|tanjiro,2026-04-29T21:54:08Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/vnb7oheo,6.216317110576067,11.302633882673948,finished
tay,10,40,[alphonse] Round-1b: Fix torch.compile bug + recalibrate (compiled),2026-04-29T15:23:59Z,2026-04-29T19:59:20Z,2026-04-29T19:59:20Z,alphonse/round1b-compile-fix-recalibrate,ae4zsaly,senpai-v1-drivaerml-ddp8,alphonse/calibrate-compile-fixed-512d-rank0,tay-round1-calibrate-compiled,alphonse|ddp|rank:0,2026-04-29T16:16:39Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ae4zsaly,10.916521119210442,17.245214541803843,finished
tay,11,41,[askeladd] Round-1b: eval-time tangential projection of wall-shear,2026-04-29T15:35:17Z,2026-04-29T21:33:32Z,,askeladd/round1b-eval-tangential-projection,p3lxbg6t,senpai-v1-drivaerml-ddp8,askeladd/eval-tangential-projection-512d-rank0,tay-round1-eval-projection,askeladd|ddp|rank:0,2026-04-29T16:36:44Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/p3lxbg6t,12.726052805484764,21.126820463603295,finished
tay,12,42,[frieren] Round-1b: squared rel-L2 loss (drop outer sqrt),2026-04-29T15:37:50Z,2026-04-30T05:21:04Z,,frieren/round1b-squared-rel-l2-loss,bmz26ft7,senpai-v1-drivaerml-ddp8,frieren/squared-rel-l2-loss-512d-rank0,tay-round1-loss-form,ddp|frieren|rank:0,2026-04-29T15:55:32Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/bmz26ft7,12.242366425497076,19.140366297746397,finished
tay,12,42,[frieren] Round-1b: squared rel-L2 loss (drop outer sqrt),2026-04-29T15:37:50Z,2026-04-30T05:21:04Z,,frieren/round1b-squared-rel-l2-loss,uwt74mip,senpai-v1-drivaerml-ddp8,frieren/round2-squared-rel-l2-compiled-512d-rank0,tay-round2-squared-rel-l2-compiled,ddp|frieren|rank:0,2026-04-29T20:53:43Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/uwt74mip,9.75635572522866,15.81872130350867,finished
tay,13,43,[fern] Round-2: Multi-scale RFF (3 frequency bands) for tau_y/tau_z,2026-04-29T16:46:57Z,2026-04-30T00:50:13Z,,fern/round2-multiscale-rff-ddp8,5bx6zsio,senpai-v1-drivaerml-ddp8,fern/round2-multiscale-rff-3band-rank0,fern-multiscale-rff,ddp|fern|rank:0,2026-04-29T19:34:29Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/5bx6zsio,11.278048337327812,17.858250689293907,finished
tay,14,44,[edward] Round-2: Progressive cosine EMA (0.99→0.9999) + RFF baseline,2026-04-29T16:50:46Z,2026-04-29T22:24:52Z,,edward/round2-cosine-ema-rff-ddp8,usagb6v5,senpai-v1-drivaerml-ddp8,edward/debug-cosine-ema-wiring,,edward,2026-04-29T16:58:56Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/usagb6v5,50.66208144153164,62.58377619344942,finished
tay,15,46,[alphonse] Round-2: Compose RFF + compile-fix (single-delta composition test),2026-04-29T20:04:43Z,2026-04-30T01:14:24Z,2026-04-30T01:14:24Z,alphonse/round2-rff-compiled-512d,28l4yanr,senpai-v1-drivaerml-ddp8,alphonse/round2-rff-compiled-512d-rank0,tay-round2-rff-compiled,alphonse|ddp|rank:0,2026-04-29T20:09:05Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/28l4yanr,8.627860968240764,14.549729212427895,finished
tay,16,47,[thorfinn] Round-2: Bilateral symmetry train-time augmentation (single delta),2026-04-29T20:40:11Z,2026-04-30T01:54:21Z,,thorfinn/round2-bilateral-aug-train,fn8pyav5,senpai-v1-drivaerml-ddp8,thorfinn/combined-per-axis-weights-and-bilateral-tta-rank0,thorfinn-tau-yz-attack,ddp|rank:0|thorfinn,2026-04-29T20:33:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/fn8pyav5,13.25820082562356,19.786366722777142,finished
tay,17,49,"[askeladd] Round-2: Larger grad-clip threshold (1.0 → 5.0, single delta)",2026-04-29T21:34:46Z,2026-04-30T02:54:36Z,,askeladd/round2-grad-clip-5,x09udzj3,senpai-v1-drivaerml-ddp8,askeladd/round2-grad-clip-5-512d-rank0,tay-round2-grad-clip-sweep,askeladd|ddp|rank:0,2026-04-29T21:46:24Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/x09udzj3,9.337529824317524,15.232199578581998,finished
tay,18,50,[nezuko] Round-2: Lion + compile-fix (single delta from PR #39 SOTA),2026-04-29T22:27:01Z,2026-04-30T12:56:20Z,2026-04-30T12:56:20Z,nezuko/nezuko/round2-lion-compile-512d,g2n4fyta,senpai-v1-drivaerml-ddp8,nezuko/lion-nocompile-fallback-lr5e-5-wd5e-4-rank0,tay-round2-lion-compile,ddp|nezuko|rank:0,2026-04-30T08:03:12Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/g2n4fyta,6.193000181666404,11.20788281956144,finished
tay,19,51,[edward] Round-2: Lion + RFF coord features (single delta from PR #39),2026-04-29T22:27:37Z,2026-04-30T16:02:22Z,,edward/edward/round2-lion-rff-512d,iocqp761,senpai-v1-drivaerml-ddp8,edward/round2-lion-rff-512d-rank0,tay-round2-lion-rff,ddp|edward|rank:0,2026-04-30T10:58:45Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/iocqp761,6.393540572029867,11.74098248240178,finished
tay,20,52,[tanjiro] Round-2: Lion + RFF + compile (full triple-stack composition),2026-04-29T22:41:44Z,2026-04-30T08:11:04Z,,tanjiro/tanjiro/round2-lion-rff-compile-512d,vnb7oheo,senpai-v1-drivaerml-ddp8,tanjiro/lion-lr5e-5-wd5e-4-512d-rank0,tanjiro-lion-lr-sweep,ddp|rank:0|tanjiro,2026-04-29T21:54:08Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/vnb7oheo,6.216317110576067,11.302633882673948,finished
tay,20,52,[tanjiro] Round-2: Lion + RFF + compile (full triple-stack composition),2026-04-29T22:41:44Z,2026-04-30T08:11:04Z,,tanjiro/tanjiro/round2-lion-rff-compile-512d,5o1frm3u,senpai-v1-drivaerml-ddp8,tanjiro/round2-lion-rff-compile-512d-rank0,tay-round2-lion-rff-compile,ddp|rank:0|tanjiro,2026-04-30T03:09:32Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/5o1frm3u,7.53210061291931,13.199476664793394,finished
tay,21,54,[fern] Round-3: Lion + per-axis tau_y/tau_z loss weighting,2026-04-30T00:52:28Z,2026-04-30T09:21:26Z,,fern/round3-lion-tauyz-weights,8zhjetjt,senpai-v1-drivaerml-ddp8,fern/round3-lion-tauyz-weights-v2-rank0,tay-round3-lion-tauyz-weights,ddp|fern|rank:0,2026-04-30T03:06:05Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/8zhjetjt,20.654952357603644,26.827545897540915,finished
tay,22,55,[alphonse] Round-3: RFF + compile + volume-loss-weight 3.0 (recover volume regression),2026-04-30T01:17:17Z,2026-04-30T11:06:27Z,,alphonse/round3-rff-compile-vol3,lahk19ws,senpai-v1-drivaerml-ddp8,alphonse/round3-rff-compile-vol3-rank0,tay-round3-rff-compile-vol3,alphonse|ddp|rank:0,2026-04-30T06:16:55Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/lahk19ws,10.2558690864863,16.386529719834463,finished
tay,23,56,[thorfinn] Round-3: RFF + compile + correctly calibrated cosine LR (T_max=16),2026-04-30T01:56:16Z,2026-04-30T07:35:02Z,,thorfinn/round3-rff-compile-cosine-lr16,ko1hrdau,senpai-v1-drivaerml-ddp8,thorfinn/round3-rff-compile-cosine-lr16-rank0,tay-round3-rff-compile-cosine-lr16,ddp|rank:0|thorfinn,2026-04-30T02:37:00Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ko1hrdau,10.042282617965531,16.44049422489508,finished
